num_workers,distribution,zipf_alpha,cache_ratio,batch_size,emb_choice,backwardMode,throughput
8,uniform,0.0,0.01,4096,KnownShardedCachedEmbedding,0,113139.0
8,uniform,0.0,0.01,4096,TorchNativeStdEmb,0,184972.0
8,uniform,0.0,0.01,6144,KGExternelEmbedding,0,204737.0
8,uniform,0.0,0.01,6144,KnownLocalCachedEmbedding,CppAsyncV2,465062.0
8,uniform,0.0,0.01,6144,KnownLocalCachedEmbedding,PySync,443058.0
8,uniform,0.0,0.01,6144,KnownShardedCachedEmbedding,0,158389.0
8,uniform,0.0,0.01,6144,TorchNativeStdEmb,0,279014.0
8,uniform,0.0,0.01,8192,KGExternelEmbedding,0,228840.0
8,uniform,0.0,0.01,8192,KnownLocalCachedEmbedding,CppAsyncV2,503948.0
8,uniform,0.0,0.01,8192,KnownLocalCachedEmbedding,PySync,509864.0
8,uniform,0.0,0.01,8192,KnownShardedCachedEmbedding,0,196455.0
8,uniform,0.0,0.01,8192,TorchNativeStdEmb,0,364918.0
8,uniform,0.0,0.05,512,KGExternelEmbedding,0,188174.0
8,uniform,0.0,0.05,512,KnownLocalCachedEmbedding,CppAsyncV2,136638.0
8,uniform,0.0,0.05,512,KnownLocalCachedEmbedding,PySync,67128.0
8,uniform,0.0,0.05,512,KnownShardedCachedEmbedding,0,27701.0
8,uniform,0.0,0.05,512,TorchNativeStdEmb,0,38324.0
8,uniform,0.0,0.05,1024,KGExternelEmbedding,0,239175.0
8,uniform,0.0,0.05,1024,KnownLocalCachedEmbedding,CppAsyncV2,205519.0
8,uniform,0.0,0.05,1024,KnownLocalCachedEmbedding,PySync,125110.0
8,uniform,0.0,0.05,1024,KnownShardedCachedEmbedding,0,53193.0
8,uniform,0.0,0.05,1024,TorchNativeStdEmb,0,75953.0
8,uniform,0.0,0.05,2048,KGExternelEmbedding,0,109378.0
8,uniform,0.0,0.05,2048,KnownLocalCachedEmbedding,CppAsyncV2,330162.0
8,uniform,0.0,0.05,2048,KnownLocalCachedEmbedding,PySync,230773.0
8,uniform,0.0,0.05,2048,KnownShardedCachedEmbedding,0,61437.0
8,uniform,0.0,0.05,2048,TorchNativeStdEmb,0,93259.0
8,uniform,0.0,0.05,4096,KGExternelEmbedding,0,166598.0
8,uniform,0.0,0.05,4096,KnownLocalCachedEmbedding,CppAsyncV2,388057.0
8,uniform,0.0,0.05,4096,KnownLocalCachedEmbedding,PySync,75251.0
8,uniform,0.0,0.05,4096,KnownShardedCachedEmbedding,0,53673.0
8,uniform,0.0,0.05,4096,TorchNativeStdEmb,0,182043.0
8,uniform,0.0,0.05,6144,KGExternelEmbedding,0,220738.0
8,uniform,0.0,0.05,6144,KnownLocalCachedEmbedding,CppAsyncV2,458682.0
8,uniform,0.0,0.05,6144,KnownLocalCachedEmbedding,PySync,90461.0
8,uniform,0.0,0.05,6144,KnownShardedCachedEmbedding,0,68879.0
8,uniform,0.0,0.05,6144,TorchNativeStdEmb,0,273831.0
8,uniform,0.0,0.05,8192,KGExternelEmbedding,0,223643.0
8,uniform,0.0,0.05,8192,KnownLocalCachedEmbedding,CppAsyncV2,470524.0
8,uniform,0.0,0.05,8192,KnownLocalCachedEmbedding,PySync,99071.0
8,uniform,0.0,0.05,8192,KnownShardedCachedEmbedding,0,83076.0
8,uniform,0.0,0.05,8192,TorchNativeStdEmb,0,362247.0
8,uniform,0.0,0.1,512,KGExternelEmbedding,0,191464.0
8,uniform,0.0,0.1,512,KnownLocalCachedEmbedding,CppAsyncV2,140067.0
8,uniform,0.0,0.1,512,KnownLocalCachedEmbedding,PySync,65782.0
8,uniform,0.0,0.1,512,KnownShardedCachedEmbedding,0,30165.0
8,uniform,0.0,0.1,512,TorchNativeStdEmb,0,39293.0
8,uniform,0.0,0.1,1024,KGExternelEmbedding,0,231412.0
8,uniform,0.0,0.1,1024,KnownLocalCachedEmbedding,CppAsyncV2,237759.0
8,uniform,0.0,0.1,1024,KnownLocalCachedEmbedding,PySync,129696.0
8,uniform,0.0,0.1,1024,KnownShardedCachedEmbedding,0,55423.0
8,uniform,0.0,0.1,1024,TorchNativeStdEmb,0,76005.0
8,uniform,0.0,0.1,2048,KGExternelEmbedding,0,107030.0
8,uniform,0.0,0.1,2048,KnownLocalCachedEmbedding,CppAsyncV2,301215.0
8,uniform,0.0,0.1,2048,KnownLocalCachedEmbedding,PySync,40871.0
8,uniform,0.0,0.1,2048,KnownShardedCachedEmbedding,0,27456.0
8,uniform,0.0,0.1,2048,TorchNativeStdEmb,0,93216.0
8,uniform,0.0,0.1,4096,KGExternelEmbedding,0,177949.0
8,uniform,0.0,0.1,4096,KnownLocalCachedEmbedding,CppAsyncV2,435183.0
8,uniform,0.0,0.1,4096,KnownLocalCachedEmbedding,PySync,53869.0
8,uniform,0.0,0.1,4096,KnownShardedCachedEmbedding,0,41914.0
8,uniform,0.0,0.1,4096,TorchNativeStdEmb,0,184857.0
8,uniform,0.0,0.1,6144,KGExternelEmbedding,0,205199.0
8,uniform,0.0,0.1,6144,KnownLocalCachedEmbedding,CppAsyncV2,489303.0
8,uniform,0.0,0.1,6144,KnownLocalCachedEmbedding,PySync,68294.0
8,uniform,0.0,0.1,6144,KnownShardedCachedEmbedding,0,57717.0
8,uniform,0.0,0.1,6144,TorchNativeStdEmb,0,271015.0
8,uniform,0.0,0.1,8192,KGExternelEmbedding,0,245266.0
8,uniform,0.0,0.1,8192,KnownLocalCachedEmbedding,CppAsyncV2,471787.0
8,uniform,0.0,0.1,8192,KnownLocalCachedEmbedding,PySync,90262.0
8,uniform,0.0,0.1,8192,KnownShardedCachedEmbedding,0,75974.0
8,uniform,0.0,0.1,8192,TorchNativeStdEmb,0,360476.0
8,uniform,0.0,0.2,512,KGExternelEmbedding,0,202802.0
8,zipf,0.9,0.01,512,KGExternelEmbedding,0,253433.0
8,zipf,0.9,0.01,512,KnownLocalCachedEmbedding,CppAsyncV2,118879.0
8,zipf,0.9,0.01,512,KnownLocalCachedEmbedding,PySync,71076.0
8,zipf,0.9,0.01,512,KnownShardedCachedEmbedding,0,26826.0
8,zipf,0.9,0.01,512,TorchNativeStdEmb,0,39555.0
8,zipf,0.9,0.01,1024,KGExternelEmbedding,0,248513.0
8,zipf,0.9,0.01,1024,KnownLocalCachedEmbedding,CppAsyncV2,221555.0
8,zipf,0.9,0.01,1024,KnownLocalCachedEmbedding,PySync,142665.0
8,zipf,0.9,0.01,1024,KnownShardedCachedEmbedding,0,50947.0
8,zipf,0.9,0.01,1024,TorchNativeStdEmb,0,76210.0
8,zipf,0.9,0.01,2048,KGExternelEmbedding,0,108748.0
8,zipf,0.9,0.01,2048,KnownLocalCachedEmbedding,CppAsyncV2,303705.0
8,zipf,0.9,0.01,2048,KnownLocalCachedEmbedding,PySync,83532.0
8,zipf,0.9,0.01,2048,KnownShardedCachedEmbedding,0,32564.0
8,zipf,0.9,0.01,2048,TorchNativeStdEmb,0,94202.0
8,zipf,0.9,0.01,4096,KGExternelEmbedding,0,164411.0
8,zipf,0.9,0.01,4096,KnownLocalCachedEmbedding,CppAsyncV2,409974.0
8,zipf,0.9,0.01,4096,KnownLocalCachedEmbedding,PySync,94106.0
8,zipf,0.9,0.01,4096,KnownShardedCachedEmbedding,0,57267.0
8,zipf,0.9,0.01,4096,TorchNativeStdEmb,0,184072.0
8,zipf,0.9,0.01,6144,KGExternelEmbedding,0,208644.0
8,zipf,0.9,0.01,6144,KnownLocalCachedEmbedding,CppAsyncV2,188709.0
8,zipf,0.9,0.01,6144,KnownLocalCachedEmbedding,PySync,119281.0
8,zipf,0.9,0.01,6144,KnownShardedCachedEmbedding,0,71427.0
8,zipf,0.9,0.01,6144,TorchNativeStdEmb,0,274457.0
8,zipf,0.9,0.01,8192,KGExternelEmbedding,0,254317.0
8,zipf,0.9,0.01,8192,KnownLocalCachedEmbedding,CppAsyncV2,259043.0
8,zipf,0.9,0.01,8192,KnownLocalCachedEmbedding,PySync,103082.0
8,zipf,0.9,0.01,8192,KnownShardedCachedEmbedding,0,83361.0
8,zipf,0.9,0.01,8192,TorchNativeStdEmb,0,364246.0
8,zipf,0.9,0.05,512,KGExternelEmbedding,0,266614.0
8,zipf,0.9,0.05,512,KnownLocalCachedEmbedding,CppAsyncV2,132389.0
8,zipf,0.9,0.05,512,KnownLocalCachedEmbedding,PySync,69740.0
8,zipf,0.9,0.05,512,KnownShardedCachedEmbedding,0,66682.0
8,zipf,0.9,0.05,512,TorchNativeStdEmb,0,39467.0
8,zipf,0.9,0.05,1024,KGExternelEmbedding,0,266519.0
8,zipf,0.9,0.05,1024,KnownLocalCachedEmbedding,CppAsyncV2,218569.0
8,zipf,0.9,0.05,1024,KnownLocalCachedEmbedding,PySync,138485.0
8,zipf,0.9,0.05,1024,KnownShardedCachedEmbedding,0,58672.0
8,zipf,0.9,0.05,1024,TorchNativeStdEmb,0,78758.0
8,zipf,0.9,0.05,2048,KGExternelEmbedding,0,110939.0
8,zipf,0.9,0.05,2048,KnownLocalCachedEmbedding,CppAsyncV2,347597.0
8,zipf,0.9,0.05,2048,KnownLocalCachedEmbedding,PySync,80910.0
8,zipf,0.9,0.05,2048,KnownShardedCachedEmbedding,0,32252.0
8,zipf,0.9,0.05,2048,TorchNativeStdEmb,0,91895.0
8,zipf,0.9,0.05,4096,KGExternelEmbedding,0,167505.0
8,zipf,0.9,0.05,4096,KnownLocalCachedEmbedding,CppAsyncV2,426106.0
8,zipf,0.9,0.05,4096,KnownLocalCachedEmbedding,PySync,96773.0
8,zipf,0.9,0.05,4096,KnownShardedCachedEmbedding,0,53427.0
8,zipf,0.9,0.05,4096,TorchNativeStdEmb,0,187830.0
8,zipf,0.9,0.05,6144,KGExternelEmbedding,0,202524.0
8,zipf,0.9,0.05,6144,KnownLocalCachedEmbedding,CppAsyncV2,222995.0
8,zipf,0.9,0.05,6144,KnownLocalCachedEmbedding,PySync,103745.0
8,zipf,0.9,0.05,6144,KnownShardedCachedEmbedding,0,68831.0
8,zipf,0.9,0.05,6144,TorchNativeStdEmb,0,269107.0
8,zipf,0.9,0.05,8192,KGExternelEmbedding,0,229602.0
8,zipf,0.9,0.05,8192,KnownLocalCachedEmbedding,CppAsyncV2,260958.0
8,zipf,0.9,0.05,8192,KnownLocalCachedEmbedding,PySync,108576.0
8,zipf,0.9,0.05,8192,KnownShardedCachedEmbedding,0,77792.0
8,zipf,0.9,0.05,8192,TorchNativeStdEmb,0,363676.0
8,zipf,0.9,0.1,512,KGExternelEmbedding,0,229454.0
8,zipf,0.9,0.1,512,KnownLocalCachedEmbedding,CppAsyncV2,108019.0
8,zipf,0.9,0.1,512,KnownLocalCachedEmbedding,PySync,69682.0
8,zipf,0.9,0.1,512,KnownShardedCachedEmbedding,0,71717.0
8,zipf,0.9,0.1,512,TorchNativeStdEmb,0,38826.0
8,zipf,0.9,0.1,1024,KGExternelEmbedding,0,269075.0
8,zipf,0.9,0.1,1024,KnownLocalCachedEmbedding,CppAsyncV2,159346.0
8,zipf,0.9,0.1,1024,KnownLocalCachedEmbedding,PySync,137396.0
8,zipf,0.9,0.1,1024,KnownShardedCachedEmbedding,0,139811.0
8,zipf,0.9,0.1,1024,TorchNativeStdEmb,0,77043.0
8,zipf,0.9,0.1,2048,KGExternelEmbedding,0,110348.0
8,zipf,0.9,0.1,2048,KnownLocalCachedEmbedding,CppAsyncV2,329591.0
8,zipf,0.9,0.1,2048,KnownLocalCachedEmbedding,PySync,79187.0
8,zipf,0.9,0.1,2048,KnownShardedCachedEmbedding,0,39203.0
8,zipf,0.9,0.1,2048,TorchNativeStdEmb,0,92847.0
8,zipf,0.9,0.1,4096,KGExternelEmbedding,0,175572.0
8,zipf,0.9,0.1,4096,KnownLocalCachedEmbedding,CppAsyncV2,114554.0
8,zipf,0.9,0.1,4096,KnownLocalCachedEmbedding,PySync,89804.0
8,zipf,0.9,0.1,4096,KnownShardedCachedEmbedding,0,58204.0
8,zipf,0.9,0.1,4096,TorchNativeStdEmb,0,186265.0
8,zipf,0.9,0.1,6144,KGExternelEmbedding,0,196022.0
8,zipf,0.9,0.1,6144,KnownLocalCachedEmbedding,CppAsyncV2,149077.0
8,zipf,0.9,0.1,6144,KnownLocalCachedEmbedding,PySync,96186.0
8,zipf,0.9,0.1,6144,KnownShardedCachedEmbedding,0,63368.0
8,zipf,0.9,0.1,6144,TorchNativeStdEmb,0,280661.0
8,zipf,0.9,0.1,8192,KGExternelEmbedding,0,234078.0
8,zipf,0.9,0.1,8192,KnownLocalCachedEmbedding,CppAsyncV2,251109.0
8,zipf,0.9,0.1,8192,KnownLocalCachedEmbedding,PySync,105711.0
8,zipf,0.9,0.1,8192,KnownShardedCachedEmbedding,0,75901.0
8,zipf,0.9,0.1,8192,TorchNativeStdEmb,0,364966.0
8,zipf,0.9,0.2,512,KGExternelEmbedding,0,220880.0
8,zipf,0.99,0.01,512,KGExternelEmbedding,0,275546.0
8,zipf,0.99,0.01,512,KnownLocalCachedEmbedding,CppAsyncV2,118831.0
8,zipf,0.99,0.01,512,KnownLocalCachedEmbedding,PySync,73179.0
8,zipf,0.99,0.01,512,KnownShardedCachedEmbedding,0,67386.0
8,zipf,0.99,0.01,512,TorchNativeStdEmb,0,39409.0
8,zipf,0.99,0.01,1024,KGExternelEmbedding,0,308468.0
8,zipf,0.99,0.01,1024,KnownLocalCachedEmbedding,CppAsyncV2,189655.0
8,zipf,0.99,0.01,1024,KnownLocalCachedEmbedding,PySync,135112.0
8,zipf,0.99,0.01,1024,KnownShardedCachedEmbedding,0,50698.0
8,zipf,0.99,0.01,1024,TorchNativeStdEmb,0,78065.0
8,zipf,0.99,0.01,2048,KGExternelEmbedding,0,110786.0
8,zipf,0.99,0.01,2048,KnownLocalCachedEmbedding,CppAsyncV2,244654.0
8,zipf,0.99,0.01,2048,KnownLocalCachedEmbedding,PySync,83755.0
8,zipf,0.99,0.01,2048,KnownShardedCachedEmbedding,0,32692.0
8,zipf,0.99,0.01,2048,TorchNativeStdEmb,0,95794.0
8,zipf,0.99,0.01,4096,KGExternelEmbedding,0,162544.0
8,zipf,0.99,0.01,4096,KnownLocalCachedEmbedding,CppAsyncV2,144586.0
8,zipf,0.99,0.01,4096,KnownLocalCachedEmbedding,PySync,123091.0
8,zipf,0.99,0.01,4096,KnownShardedCachedEmbedding,0,60069.0
8,zipf,0.99,0.01,4096,TorchNativeStdEmb,0,190588.0
8,zipf,0.99,0.01,6144,KGExternelEmbedding,0,197580.0
8,zipf,0.99,0.01,6144,KnownLocalCachedEmbedding,CppAsyncV2,147177.0
8,zipf,0.99,0.01,6144,KnownLocalCachedEmbedding,PySync,141648.0
8,zipf,0.99,0.01,6144,KnownShardedCachedEmbedding,0,83076.0
8,zipf,0.99,0.01,6144,TorchNativeStdEmb,0,279412.0
8,zipf,0.99,0.01,8192,KGExternelEmbedding,0,245390.0
8,zipf,0.99,0.01,8192,KnownLocalCachedEmbedding,CppAsyncV2,140083.0
8,zipf,0.99,0.01,8192,KnownLocalCachedEmbedding,PySync,160925.0
8,zipf,0.99,0.01,8192,KnownShardedCachedEmbedding,0,96522.0
8,zipf,0.99,0.01,8192,TorchNativeStdEmb,0,367737.0
8,zipf,0.99,0.05,512,KGExternelEmbedding,0,274917.0
8,zipf,0.99,0.05,512,KnownLocalCachedEmbedding,CppAsyncV2,103898.0
8,zipf,0.99,0.05,512,KnownLocalCachedEmbedding,PySync,72913.0
8,zipf,0.99,0.05,512,KnownShardedCachedEmbedding,0,70968.0
8,zipf,0.99,0.05,512,TorchNativeStdEmb,0,39359.0
8,zipf,0.99,0.05,1024,KGExternelEmbedding,0,317261.0
8,zipf,0.99,0.05,1024,KnownLocalCachedEmbedding,CppAsyncV2,153422.0
8,zipf,0.99,0.05,1024,KnownLocalCachedEmbedding,PySync,136251.0
8,zipf,0.99,0.05,1024,KnownShardedCachedEmbedding,0,133302.0
8,zipf,0.99,0.05,1024,TorchNativeStdEmb,0,79000.0
8,zipf,0.99,0.05,2048,KGExternelEmbedding,0,109561.0
8,zipf,0.99,0.05,2048,KnownLocalCachedEmbedding,CppAsyncV2,215199.0
8,zipf,0.99,0.05,2048,KnownLocalCachedEmbedding,PySync,83873.0
8,zipf,0.99,0.05,2048,KnownShardedCachedEmbedding,0,33022.0
8,zipf,0.99,0.05,2048,TorchNativeStdEmb,0,90620.0
8,zipf,0.99,0.05,4096,KGExternelEmbedding,0,167886.0
8,zipf,0.99,0.05,4096,KnownLocalCachedEmbedding,CppAsyncV2,132829.0
8,zipf,0.99,0.05,4096,KnownLocalCachedEmbedding,PySync,130481.0
8,zipf,0.99,0.05,4096,KnownShardedCachedEmbedding,0,60344.0
8,zipf,0.99,0.05,4096,TorchNativeStdEmb,0,182387.0
8,zipf,0.99,0.05,6144,KGExternelEmbedding,0,202687.0
8,zipf,0.99,0.05,6144,KnownLocalCachedEmbedding,CppAsyncV2,132160.0
8,zipf,0.99,0.05,6144,KnownLocalCachedEmbedding,PySync,150784.0
8,zipf,0.99,0.05,6144,KnownShardedCachedEmbedding,0,79813.0
8,zipf,0.99,0.05,6144,TorchNativeStdEmb,0,279155.0
8,zipf,0.99,0.05,8192,KGExternelEmbedding,0,236400.0
8,zipf,0.99,0.05,8192,KnownLocalCachedEmbedding,CppAsyncV2,171189.0
8,zipf,0.99,0.05,8192,KnownLocalCachedEmbedding,PySync,160115.0
8,zipf,0.99,0.05,8192,KnownShardedCachedEmbedding,0,99588.0
8,zipf,0.99,0.05,8192,TorchNativeStdEmb,0,359451.0
8,zipf,0.99,0.1,512,KGExternelEmbedding,0,205581.0
8,zipf,0.99,0.1,512,KnownLocalCachedEmbedding,CppAsyncV2,116908.0
8,zipf,0.99,0.1,512,KnownLocalCachedEmbedding,PySync,73298.0
8,zipf,0.99,0.1,512,KnownShardedCachedEmbedding,0,72925.0
8,zipf,0.99,0.1,512,TorchNativeStdEmb,0,39358.0
8,zipf,0.99,0.1,1024,KGExternelEmbedding,0,294284.0
8,zipf,0.99,0.1,1024,KnownLocalCachedEmbedding,CppAsyncV2,182632.0
8,zipf,0.99,0.1,1024,KnownLocalCachedEmbedding,PySync,141754.0
8,zipf,0.99,0.1,1024,KnownShardedCachedEmbedding,0,139912.0
8,zipf,0.99,0.1,1024,TorchNativeStdEmb,0,77851.0
8,zipf,0.99,0.1,2048,KGExternelEmbedding,0,109849.0
8,zipf,0.99,0.1,2048,KnownLocalCachedEmbedding,CppAsyncV2,258178.0
8,zipf,0.99,0.1,2048,KnownLocalCachedEmbedding,PySync,84335.0
8,zipf,0.99,0.1,2048,KnownShardedCachedEmbedding,0,41534.0
8,zipf,0.99,0.1,2048,TorchNativeStdEmb,0,93981.0
8,zipf,0.99,0.1,4096,KGExternelEmbedding,0,173009.0
8,zipf,0.99,0.1,4096,KnownLocalCachedEmbedding,CppAsyncV2,128017.0
8,zipf,0.99,0.1,4096,KnownLocalCachedEmbedding,PySync,126579.0
8,zipf,0.99,0.1,4096,KnownShardedCachedEmbedding,0,75441.0
8,zipf,0.99,0.1,4096,TorchNativeStdEmb,0,189804.0
8,zipf,0.99,0.1,6144,KGExternelEmbedding,0,202379.0
8,zipf,0.99,0.1,6144,KnownLocalCachedEmbedding,CppAsyncV2,134258.0
8,zipf,0.99,0.1,6144,KnownLocalCachedEmbedding,PySync,147064.0
8,zipf,0.99,0.1,6144,KnownShardedCachedEmbedding,0,98210.0
8,zipf,0.99,0.1,6144,TorchNativeStdEmb,0,285467.0
8,zipf,0.99,0.1,8192,KGExternelEmbedding,0,236204.0
8,zipf,0.99,0.1,8192,KnownLocalCachedEmbedding,CppAsyncV2,147094.0
8,zipf,0.99,0.1,8192,KnownLocalCachedEmbedding,PySync,147645.0
8,zipf,0.99,0.1,8192,KnownShardedCachedEmbedding,0,101570.0
8,zipf,0.99,0.1,8192,TorchNativeStdEmb,0,363646.0
8,zipf,0.99,0.2,512,KGExternelEmbedding,0,300381.0
